Port_IDs,ROI,PnL,Sharpe_Ratio,MDD,Win_Rate,Win_Positions,Total_Positions,Trade_Types,Rank
3986814617275053313,0.01685996824265469,16337.46188064,5.235199477736295,0.0,0.7822172200337648,2780,3554,"BUY_BOTH, SELL_BOTH",19.75
3907081197088384000,0.02191468558057475,18015.997370259996,3.535717907312104,0.0,0.6139714769156394,2540,4137,"SELL_BOTH, BUY_BOTH",25.25
3891020560590657281,0.03908881805524461,2856.30056379,6.865359950525897,0.0,0.6475972540045767,283,437,"BUY_SHORT, SELL_SHORT, SELL_LONG",28.0
3886752488982104320,0.01803822465204671,7195.178324640001,3.5195940914992825,-inf,0.745396317053643,931,1249,"SELL_LONG, BUY_LONG, BUY_SHORT, SELL_SHORT",31.0
4029749871687083265,0.06548711229442733,3662.13654822,5.617626981722507,0.0,0.4287383177570093,367,856,"BUY_SHORT, SELL_SHORT, SELL_LONG, BUY_LONG",34.0
4028701921959171840,0.007985926538828007,17601.40139824,4.376980875497777,-9.123700074960104e+44,0.5429403202328966,373,687,"BUY_LONG, BUY_SHORT, SELL_SHORT, SELL_LONG",36.25
3999240873283311617,0.010932908380976328,42574.473678790004,3.6115352191088013,-81.58338206,0.5232198142414861,2366,4522,"BUY_BOTH, SELL_BOTH",36.75
3826087012661391104,0.1756591815203734,532.65697373,10.716902778737108,-2.943395779095924e+19,0.5833333333333334,63,108,"BUY_SHORT, BUY_LONG, SELL_SHORT",37.0
3944088772635000577,0.013902423589557497,7581.491983399999,4.748717368194191,-5.6341824,0.4575292759360053,2774,6063,"SELL_BOTH, BUY_BOTH",37.25
4035430878731345664,0.03894179312548001,2493.75041995,7.455292169599199,0.0,0.48314606741573035,43,89,"SELL_LONG, BUY_LONG, BUY_SHORT, SELL_SHORT",38.5
3943533600390906881,0.02110591759872709,2361.4245720499994,6.795546663117397,0.0,0.5480386583285958,964,1759,"BUY_BOTH, SELL_BOTH",39.5
3910983669796782848,0.014302418209834944,6761.648048249999,5.255079016763649,-inf,0.428125,274,640,"BUY_SHORT, SELL_SHORT, SELL_LONG, BUY_LONG",40.25
3956048468100538880,0.02691627584796936,1373.56489,8.331924047772754,0.0,0.7142857142857143,20,28,"BUY_SHORT, SELL_SHORT, SELL_LONG, BUY_LONG",41.0
3936410995029308417,0.059556810705324786,10681.514000000001,4.746219105178601,0.0,0.3,6,20,"SELL_SHORT, SELL_LONG, BUY_LONG",41.75
3944658614777849089,0.07142433618139712,2074.4499799600003,6.4687090406300225,0.0,0.4444444444444444,20,45,"SELL_SHORT, BUY_SHORT, SELL_LONG, BUY_LONG",41.75
4022565861939831809,0.004692666550330663,14197.577075890002,4.756040143751888,-4.008892453257693e+41,0.5276595744680851,372,705,"BUY_LONG, BUY_SHORT, SELL_SHORT, SELL_LONG",42.0
4030565764341697025,0.017072706737319386,2789.8782899599996,5.284610477079052,-1.44827404,0.4857142857142857,51,105,"BUY_LONG, SELL_LONG, BUY_SHORT, SELL_SHORT",42.75
4017110277719148289,0.009469238906518586,2899.93302141,6.254964030995063,0.0,0.5674603174603174,143,252,"BUY_SHORT, SELL_SHORT, SELL_LONG, BUY_LONG",43.25
4017323550554338817,0.03955950447515008,3134.7351025000003,3.384577274846258,0.0,0.5009174311926605,273,545,"BUY_BOTH, SELL_BOTH",43.5
3956076827719377409,0.020142871178753203,16790.01223802,1.5799582960153626,-3.181404548593298e+44,0.5155771195097038,2019,3916,"BUY_LONG, SELL_LONG, BUY_SHORT, SELL_SHORT",44.25
